Blog Name,Post ID,Post Type,Caption,Photo URL,Post Date,Post URL
nbcnews,166985570906,photo,"Month in Space Pictures: Astronaut Halloween and a Ghoulish Sun A costumed crew on the space station, squiggly tracks on Mars, reaching for the moon and more treats from October 2017.",https://78.media.tumblr.com/0b1f0eb8ec40f1bf0959b24844e093b0/tumblr_oyp661Yy4P1qm4we9o2_1280.jpg,2017-10-31 17:06:01 GMT,http://nbcnews.tumblr.com/post/166985570906
nbcnews,166985570906,photo,"Month in Space Pictures: Astronaut Halloween and a Ghoulish Sun A costumed crew on the space station, squiggly tracks on Mars, reaching for the moon and more treats from October 2017.",https://78.media.tumblr.com/56d5c16ffd010903e8962a6cbb0092b9/tumblr_oyp661Yy4P1qm4we9o1_1280.jpg,2017-10-31 17:06:01 GMT,http://nbcnews.tumblr.com/post/166985570906
nbcnews,166985570906,photo,"Month in Space Pictures: Astronaut Halloween and a Ghoulish Sun A costumed crew on the space station, squiggly tracks on Mars, reaching for the moon and more treats from October 2017.",https://78.media.tumblr.com/4148e044a8481b0135cef241ae8f4da6/tumblr_oyp661Yy4P1qm4we9o3_1280.jpg,2017-10-31 17:06:01 GMT,http://nbcnews.tumblr.com/post/166985570906
nbcnews,166577333616,photo,"Grand Scenes and Tiny Moments at China’s Party Congress    Though the twice-a-decade conclave occurs mostly behind closed doors, there is plenty of pageantry on display at the weeklong congress. See more here.   (Clockwise: Kevin Frayer/Getty Images; Fred Dufour / AFP - Getty Images; Etienne Oliveau / Getty Images; Andy Wong / AP)",https://78.media.tumblr.com/f34212462d649810bb9468f255103b31/tumblr_oy32ta3m5U1qm4we9o4_1280.jpg,2017-10-19 18:46:22 GMT,http://nbcnews.tumblr.com/post/166577333616
nbcnews,166577333616,photo,"Grand Scenes and Tiny Moments at China’s Party Congress    Though the twice-a-decade conclave occurs mostly behind closed doors, there is plenty of pageantry on display at the weeklong congress. See more here.   (Clockwise: Kevin Frayer/Getty Images; Fred Dufour / AFP - Getty Images; Etienne Oliveau / Getty Images; Andy Wong / AP)",https://78.media.tumblr.com/01d3829c85478e5fb652c9bf8c59d23e/tumblr_oy32ta3m5U1qm4we9o1_1280.jpg,2017-10-19 18:46:22 GMT,http://nbcnews.tumblr.com/post/166577333616
nbcnews,166577333616,photo,"Grand Scenes and Tiny Moments at China’s Party Congress    Though the twice-a-decade conclave occurs mostly behind closed doors, there is plenty of pageantry on display at the weeklong congress. See more here.   (Clockwise: Kevin Frayer/Getty Images; Fred Dufour / AFP - Getty Images; Etienne Oliveau / Getty Images; Andy Wong / AP)",https://78.media.tumblr.com/2b06ca71bf3de047e407935f8c70066e/tumblr_oy32ta3m5U1qm4we9o2_1280.jpg,2017-10-19 18:46:22 GMT,http://nbcnews.tumblr.com/post/166577333616
nbcnews,166577333616,photo,"Grand Scenes and Tiny Moments at China’s Party Congress    Though the twice-a-decade conclave occurs mostly behind closed doors, there is plenty of pageantry on display at the weeklong congress. See more here.   (Clockwise: Kevin Frayer/Getty Images; Fred Dufour / AFP - Getty Images; Etienne Oliveau / Getty Images; Andy Wong / AP)",https://78.media.tumblr.com/b8c8008774ce2fe96813bed7da9d8c4a/tumblr_oy32ta3m5U1qm4we9o3_1280.jpg,2017-10-19 18:46:22 GMT,http://nbcnews.tumblr.com/post/166577333616
nbcnews,166215921081,photo,"Nikon Small World Contest Reveals Unseen Microscopic World All Around Us   Get close with a tapeworm, investigate tomato mold and see more of the world under the microscope here.",https://78.media.tumblr.com/a6c0106c90722c93fa52455253a69f3b/tumblr_oxk4o0TcGY1qm4we9o1_1280.jpg,2017-10-09 13:12:00 GMT,http://nbcnews.tumblr.com/post/166215921081
nbcnews,166215921081,photo,"Nikon Small World Contest Reveals Unseen Microscopic World All Around Us   Get close with a tapeworm, investigate tomato mold and see more of the world under the microscope here.",https://78.media.tumblr.com/8a4d1afdf3c546258e02fea9eff9a1ee/tumblr_oxk4o0TcGY1qm4we9o2_1280.jpg,2017-10-09 13:12:00 GMT,http://nbcnews.tumblr.com/post/166215921081
nbcnews,166215921081,photo,"Nikon Small World Contest Reveals Unseen Microscopic World All Around Us   Get close with a tapeworm, investigate tomato mold and see more of the world under the microscope here.",https://78.media.tumblr.com/f130f99336f8e1f762e11983a502aa19/tumblr_oxk4o0TcGY1qm4we9o3_1280.jpg,2017-10-09 13:12:00 GMT,http://nbcnews.tumblr.com/post/166215921081
nbcnews,165876348856,photo,"New Photo Shows the Moon May Be Farther Away Than You Think  If the Earth were the size of a basketball, the moon would be a tennis ball some 24 feet away. Because of space considerations, illustrations almost always put them much closer together than they actually are.  A new photo from NASA may help to dispel these misconceptions. Captured by NASA’s OSIRIS-REx spacecraft when the Earth and moon were 249,000 miles apart, the image dramatically illustrates the distance. The Earth is a tiny mottled ball at upper left and the moon is little more than a grey speck in the lower right corner. Read more here.",https://78.media.tumblr.com/e80a7a0f7cda863670ec4c50340310b9/tumblr_ox29gucEZm1qm4we9o1_1280.jpg,2017-09-29 21:38:54 GMT,http://nbcnews.tumblr.com/post/165876348856
nbcnews,165833498311,photo,American Playboy: Hugh Hefner in Pictures  Hefner built Playboy into a multimillion-dollar adult magazine and entertainment empire tied to a Lothario lifestyle of lavish parties and beautiful women. See more photos here.   (Clockwise: AP; Lucy Nicholson / Reuters; Nick Ut/AP),https://78.media.tumblr.com/aa6b2311cb8a0bc2e6a1b93a208d4c3a/tumblr_owzzhnQn3S1qm4we9o1_1280.jpg,2017-09-28 16:08:11 GMT,http://nbcnews.tumblr.com/post/165833498311
nbcnews,165833498311,photo,American Playboy: Hugh Hefner in Pictures  Hefner built Playboy into a multimillion-dollar adult magazine and entertainment empire tied to a Lothario lifestyle of lavish parties and beautiful women. See more photos here.   (Clockwise: AP; Lucy Nicholson / Reuters; Nick Ut/AP),https://78.media.tumblr.com/d533be7a75089d5d1c5e8ffda21e76f0/tumblr_owzzhnQn3S1qm4we9o2_1280.jpg,2017-09-28 16:08:11 GMT,http://nbcnews.tumblr.com/post/165833498311
nbcnews,165833498311,photo,American Playboy: Hugh Hefner in Pictures  Hefner built Playboy into a multimillion-dollar adult magazine and entertainment empire tied to a Lothario lifestyle of lavish parties and beautiful women. See more photos here.   (Clockwise: AP; Lucy Nicholson / Reuters; Nick Ut/AP),https://78.media.tumblr.com/345c9e2adeb6760f4ab96a9b2644767f/tumblr_owzzhnQn3S1qm4we9o3_1280.jpg,2017-09-28 16:08:11 GMT,http://nbcnews.tumblr.com/post/165833498311
nbcnews,165373911571,photo,"Farewell From Saturn: Cassini’s Dazzling Photos of Ringed Planet   Cassini disintegrated in the skies above Saturn early on Friday, following a remarkable journey of 20 years. For more than half of those years, Cassini has been sending us captivating images of Saturn, its mysterious rings, and its family of icy moons. See more here.",https://78.media.tumblr.com/33956fae83683f1dbc53b1287626581f/tumblr_owc67oFEcd1qm4we9o2_1280.jpg,2017-09-15 19:31:00 GMT,http://nbcnews.tumblr.com/post/165373911571
nbcnews,165373911571,photo,"Farewell From Saturn: Cassini’s Dazzling Photos of Ringed Planet   Cassini disintegrated in the skies above Saturn early on Friday, following a remarkable journey of 20 years. For more than half of those years, Cassini has been sending us captivating images of Saturn, its mysterious rings, and its family of icy moons. See more here.",https://78.media.tumblr.com/52ebeba2824f6166b7ddd8dc6428664f/tumblr_owc67oFEcd1qm4we9o3_1280.jpg,2017-09-15 19:31:00 GMT,http://nbcnews.tumblr.com/post/165373911571
nbcnews,165373911571,photo,"Farewell From Saturn: Cassini’s Dazzling Photos of Ringed Planet   Cassini disintegrated in the skies above Saturn early on Friday, following a remarkable journey of 20 years. For more than half of those years, Cassini has been sending us captivating images of Saturn, its mysterious rings, and its family of icy moons. See more here.",https://78.media.tumblr.com/0637fef02d0ab039eb0e9f46670558e7/tumblr_owc67oFEcd1qm4we9o1_1280.jpg,2017-09-15 19:31:00 GMT,http://nbcnews.tumblr.com/post/165373911571
nbcnews,165373911571,photo,"Farewell From Saturn: Cassini’s Dazzling Photos of Ringed Planet   Cassini disintegrated in the skies above Saturn early on Friday, following a remarkable journey of 20 years. For more than half of those years, Cassini has been sending us captivating images of Saturn, its mysterious rings, and its family of icy moons. See more here.",https://78.media.tumblr.com/037ea328fd7f77079912130f3d75e650/tumblr_owc67oFEcd1qm4we9o4_1280.jpg,2017-09-15 19:31:00 GMT,http://nbcnews.tumblr.com/post/165373911571
nbcnews,164832059241,photo,"Month in Space Pictures: Marvelling At The Eclipse, Harvey From Orbit And More  The moon’s shadow crosses the United States, a child experiences weightlessness and more of the best space images of August 2017. See them all here.",https://78.media.tumblr.com/da1c87c482d66ae254e5f891c22ad695/tumblr_ovkc6dPRGt1qm4we9o1_1280.jpg,2017-08-31 18:47:01 GMT,http://nbcnews.tumblr.com/post/164832059241
nbcnews,164832059241,photo,"Month in Space Pictures: Marvelling At The Eclipse, Harvey From Orbit And More  The moon’s shadow crosses the United States, a child experiences weightlessness and more of the best space images of August 2017. See them all here.",https://78.media.tumblr.com/d42f8fab1dc4200d854bd684967a3ebe/tumblr_ovkc6dPRGt1qm4we9o2_1280.jpg,2017-08-31 18:47:01 GMT,http://nbcnews.tumblr.com/post/164832059241
nbcnews,164832059241,photo,"Month in Space Pictures: Marvelling At The Eclipse, Harvey From Orbit And More  The moon’s shadow crosses the United States, a child experiences weightlessness and more of the best space images of August 2017. See them all here.",https://78.media.tumblr.com/1027b6de474d265c383dce1d5cc476bc/tumblr_ovkc6dPRGt1qm4we9o3_1280.jpg,2017-08-31 18:47:01 GMT,http://nbcnews.tumblr.com/post/164832059241
nbcnews,164832059241,photo,"Month in Space Pictures: Marvelling At The Eclipse, Harvey From Orbit And More  The moon’s shadow crosses the United States, a child experiences weightlessness and more of the best space images of August 2017. See them all here.",https://78.media.tumblr.com/4a6bc1c1133bed7e390a3f5a3766359a/tumblr_ovkc6dPRGt1qm4we9o4_1280.jpg,2017-08-31 18:47:01 GMT,http://nbcnews.tumblr.com/post/164832059241
nbcnews,164059014826,photo,"Fresh Recruits Put to the Test at Border Patrol Boot Camp  President Trump has pledged to add an additional 5,000 agents to the existing Border Patrol force of more than 21,000. See more here.  (John Moore/Getty Images)",https://78.media.tumblr.com/3226ef6c33775c58bd47e495c445c05b/tumblr_ouitr7q6W31qm4we9o1_1280.jpg,2017-08-11 12:37:55 GMT,http://nbcnews.tumblr.com/post/164059014826
nbcnews,164059014826,photo,"Fresh Recruits Put to the Test at Border Patrol Boot Camp  President Trump has pledged to add an additional 5,000 agents to the existing Border Patrol force of more than 21,000. See more here.  (John Moore/Getty Images)",https://78.media.tumblr.com/bc41cc40e14782e59a74843947342d81/tumblr_ouitr7q6W31qm4we9o2_1280.jpg,2017-08-11 12:37:55 GMT,http://nbcnews.tumblr.com/post/164059014826
nbcnews,164059014826,photo,"Fresh Recruits Put to the Test at Border Patrol Boot Camp  President Trump has pledged to add an additional 5,000 agents to the existing Border Patrol force of more than 21,000. See more here.  (John Moore/Getty Images)",https://78.media.tumblr.com/ccdae97a39b31ae8ebb9ec5d91ebe496/tumblr_ouitr7q6W31qm4we9o3_1280.jpg,2017-08-11 12:37:55 GMT,http://nbcnews.tumblr.com/post/164059014826
nbcnews,164030175546,photo,Superhero Costumes Keep Dreams Alive for Hollywood Hopefuls   Struggling actors moonlight as superheroes on Hollywood Boulevard as they pursue their dreams of stardom. See more here.   (Photos: Jae C. Hong//AP),https://78.media.tumblr.com/0ea310a9f5bc8144dfb75a5704c94572/tumblr_ouhf4b2xRN1qm4we9o2_1280.jpg,2017-08-10 18:24:11 GMT,http://nbcnews.tumblr.com/post/164030175546
nbcnews,164030175546,photo,Superhero Costumes Keep Dreams Alive for Hollywood Hopefuls   Struggling actors moonlight as superheroes on Hollywood Boulevard as they pursue their dreams of stardom. See more here.   (Photos: Jae C. Hong//AP),https://78.media.tumblr.com/6a965e1060db6e8f353219ed1b5ef9e2/tumblr_ouhf4b2xRN1qm4we9o1_1280.jpg,2017-08-10 18:24:11 GMT,http://nbcnews.tumblr.com/post/164030175546
nbcnews,164030175546,photo,Superhero Costumes Keep Dreams Alive for Hollywood Hopefuls   Struggling actors moonlight as superheroes on Hollywood Boulevard as they pursue their dreams of stardom. See more here.   (Photos: Jae C. Hong//AP),https://78.media.tumblr.com/acffb56fe20a5e4b54d45073b66f1e34/tumblr_ouhf4b2xRN1qm4we9o3_1280.jpg,2017-08-10 18:24:11 GMT,http://nbcnews.tumblr.com/post/164030175546
nbcnews,163757187016,photo,"Prince Philip Bows Out The 96-year-old husband of Britain’s #QueenElizabeth retired from public life on Wednesday with a final solo appearance at an official event, ending a royal career marked by occasional gaffes that landed him in hot water.  Though known for often off-color comments that seized the headlines, Philip has been by the queen’s side throughout her 65 years on the throne and she has described him as “my strength and stay.”  Above: Prince Philip removes his hat as he attends a parade at Buckingham Palace on Wednesday.   .  (📷 Hannah Mckay/Reuters)",https://78.media.tumblr.com/ab0ccb244720f1560427d14cc52b410e/tumblr_ou3ws0zYzs1qm4we9o1_1280.jpg,2017-08-03 16:00:13 GMT,http://nbcnews.tumblr.com/post/163757187016
nbcnews,163750388936,photo,"Month in Space Pictures: Tiny Moons and Jupiter’s Great Red Spot   An astronaut’s farewell, the Soyuz sheds its boosters and more stellar photos from July 2017. See them all here.   Photos: Jack Fischer/NASA (top), Shamil Zhumatov/Reuters (center and bottom), all others NASA",https://78.media.tumblr.com/8c6dc2f8a5354592bbedbd77d78625bb/tumblr_ou3w64VUti1qm4we9o5_1280.jpg,2017-08-03 11:06:04 GMT,http://nbcnews.tumblr.com/post/163750388936
nbcnews,163750388936,photo,"Month in Space Pictures: Tiny Moons and Jupiter’s Great Red Spot   An astronaut’s farewell, the Soyuz sheds its boosters and more stellar photos from July 2017. See them all here.   Photos: Jack Fischer/NASA (top), Shamil Zhumatov/Reuters (center and bottom), all others NASA",https://78.media.tumblr.com/0229a91b11db285b0602163aed7299d8/tumblr_ou3w64VUti1qm4we9o3_1280.jpg,2017-08-03 11:06:04 GMT,http://nbcnews.tumblr.com/post/163750388936
nbcnews,163750388936,photo,"Month in Space Pictures: Tiny Moons and Jupiter’s Great Red Spot   An astronaut’s farewell, the Soyuz sheds its boosters and more stellar photos from July 2017. See them all here.   Photos: Jack Fischer/NASA (top), Shamil Zhumatov/Reuters (center and bottom), all others NASA",https://78.media.tumblr.com/293f24d363e5e4c934b5555a1c0538eb/tumblr_ou3w64VUti1qm4we9o2_1280.jpg,2017-08-03 11:06:04 GMT,http://nbcnews.tumblr.com/post/163750388936
nbcnews,163750388936,photo,"Month in Space Pictures: Tiny Moons and Jupiter’s Great Red Spot   An astronaut’s farewell, the Soyuz sheds its boosters and more stellar photos from July 2017. See them all here.   Photos: Jack Fischer/NASA (top), Shamil Zhumatov/Reuters (center and bottom), all others NASA",https://78.media.tumblr.com/8d7cd535921e2ba3c31b145577edf9d4/tumblr_ou3w64VUti1qm4we9o1_1280.jpg,2017-08-03 11:06:04 GMT,http://nbcnews.tumblr.com/post/163750388936
nbcnews,163750388936,photo,"Month in Space Pictures: Tiny Moons and Jupiter’s Great Red Spot   An astronaut’s farewell, the Soyuz sheds its boosters and more stellar photos from July 2017. See them all here.   Photos: Jack Fischer/NASA (top), Shamil Zhumatov/Reuters (center and bottom), all others NASA",https://78.media.tumblr.com/2f82b7a4453a75f8ea1f2962fbeba945/tumblr_ou3w64VUti1qm4we9o4_1280.jpg,2017-08-03 11:06:04 GMT,http://nbcnews.tumblr.com/post/163750388936
nbcnews,163261567941,photo,"The Making of an AstronautCountless Americans have dreamed of joining NASA’s exclusive club. When the space agency last asked for applications more than 18,000 hopefuls applied, shattering the previous record. . NBC News MACH made the trip to Houston and sat down with NASA astronauts Sunita Williams, top left, Kjell Lindgren and Karen Nyberg to dig deeper into what it takes to join the corps, train for the job, and then perform well under enormous pressure. (Photos: Dan Winters)  See the four-part series and a photo gallery on space travel by Dan Winters on NBC News MACH.",https://78.media.tumblr.com/f6836cfa08e6123cfe125221982132bf/tumblr_otgi1h58Eb1qm4we9o1_1280.jpg,2017-07-21 19:56:05 GMT,http://nbcnews.tumblr.com/post/163261567941
nbcnews,162910736246,photo,Runners Dodge Bulls in Pamplona   See more photos from the famed running of the bulls at Spain’s famed San Fermin festival here.   ( Villar Lopez / EPA; Pablo Blazquez Dominguez / Getty Images; Villar Lopez / EPA; Joseba Etxaburu / Reuters ),https://78.media.tumblr.com/79d97e7b5fc6509fa0026ead860ba32f/tumblr_oszucodeqd1qm4we9o1_1280.jpg,2017-07-12 20:02:48 GMT,http://nbcnews.tumblr.com/post/162910736246
nbcnews,162910736246,photo,Runners Dodge Bulls in Pamplona   See more photos from the famed running of the bulls at Spain’s famed San Fermin festival here.   ( Villar Lopez / EPA; Pablo Blazquez Dominguez / Getty Images; Villar Lopez / EPA; Joseba Etxaburu / Reuters ),https://78.media.tumblr.com/40336ceae297a00bc30d191ea7301300/tumblr_oszucodeqd1qm4we9o2_1280.jpg,2017-07-12 20:02:48 GMT,http://nbcnews.tumblr.com/post/162910736246
nbcnews,162910736246,photo,Runners Dodge Bulls in Pamplona   See more photos from the famed running of the bulls at Spain’s famed San Fermin festival here.   ( Villar Lopez / EPA; Pablo Blazquez Dominguez / Getty Images; Villar Lopez / EPA; Joseba Etxaburu / Reuters ),https://78.media.tumblr.com/5221db8527723d164fb4cae3f2facf1b/tumblr_oszucodeqd1qm4we9o3_1280.jpg,2017-07-12 20:02:48 GMT,http://nbcnews.tumblr.com/post/162910736246
nbcnews,162910736246,photo,Runners Dodge Bulls in Pamplona   See more photos from the famed running of the bulls at Spain’s famed San Fermin festival here.   ( Villar Lopez / EPA; Pablo Blazquez Dominguez / Getty Images; Villar Lopez / EPA; Joseba Etxaburu / Reuters ),https://78.media.tumblr.com/7388a5c7f1bd7450528f0c11b2635866/tumblr_oszucodeqd1qm4we9o4_1280.jpg,2017-07-12 20:02:48 GMT,http://nbcnews.tumblr.com/post/162910736246
nbcnews,162862067856,photo,"Iraqis Celebrate Bitter Victory Over ISIS in Ruins of Mosul   Iraq’s prime minister declared victory over ISIS in Mosul on Monday, three years after the militants seized the city and made it the stronghold of a “caliphate” they said would take over the world. See more photos here.   (Clockwise from top: Fadel Senna / AFP - Getty Images; Ali Abbas / EPA; Ahmad Al-Rubaye / AFP - Getty Images; Felipe Dana/AP; Iraqi Prime Minister’s Office)",https://78.media.tumblr.com/3b7941171cac42386ccb223239abb120/tumblr_osxfk5vwPP1qm4we9o2_1280.jpg,2017-07-11 12:48:05 GMT,http://nbcnews.tumblr.com/post/162862067856
nbcnews,162862067856,photo,"Iraqis Celebrate Bitter Victory Over ISIS in Ruins of Mosul   Iraq’s prime minister declared victory over ISIS in Mosul on Monday, three years after the militants seized the city and made it the stronghold of a “caliphate” they said would take over the world. See more photos here.   (Clockwise from top: Fadel Senna / AFP - Getty Images; Ali Abbas / EPA; Ahmad Al-Rubaye / AFP - Getty Images; Felipe Dana/AP; Iraqi Prime Minister’s Office)",https://78.media.tumblr.com/a490e918ecfc40b24c4538463bbc2a1a/tumblr_osxfk5vwPP1qm4we9o1_1280.jpg,2017-07-11 12:48:05 GMT,http://nbcnews.tumblr.com/post/162862067856
nbcnews,162862067856,photo,"Iraqis Celebrate Bitter Victory Over ISIS in Ruins of Mosul   Iraq’s prime minister declared victory over ISIS in Mosul on Monday, three years after the militants seized the city and made it the stronghold of a “caliphate” they said would take over the world. See more photos here.   (Clockwise from top: Fadel Senna / AFP - Getty Images; Ali Abbas / EPA; Ahmad Al-Rubaye / AFP - Getty Images; Felipe Dana/AP; Iraqi Prime Minister’s Office)",https://78.media.tumblr.com/808b4089200bbcdb6cec046ebbe082ef/tumblr_osxfk5vwPP1qm4we9o3_1280.jpg,2017-07-11 12:48:05 GMT,http://nbcnews.tumblr.com/post/162862067856
nbcnews,162862067856,photo,"Iraqis Celebrate Bitter Victory Over ISIS in Ruins of Mosul   Iraq’s prime minister declared victory over ISIS in Mosul on Monday, three years after the militants seized the city and made it the stronghold of a “caliphate” they said would take over the world. See more photos here.   (Clockwise from top: Fadel Senna / AFP - Getty Images; Ali Abbas / EPA; Ahmad Al-Rubaye / AFP - Getty Images; Felipe Dana/AP; Iraqi Prime Minister’s Office)",https://78.media.tumblr.com/32aa6f894e2c8da973aefd38c7bc82f5/tumblr_osxfk5vwPP1qm4we9o4_1280.jpg,2017-07-11 12:48:05 GMT,http://nbcnews.tumblr.com/post/162862067856
nbcnews,162862067856,photo,"Iraqis Celebrate Bitter Victory Over ISIS in Ruins of Mosul   Iraq’s prime minister declared victory over ISIS in Mosul on Monday, three years after the militants seized the city and made it the stronghold of a “caliphate” they said would take over the world. See more photos here.   (Clockwise from top: Fadel Senna / AFP - Getty Images; Ali Abbas / EPA; Ahmad Al-Rubaye / AFP - Getty Images; Felipe Dana/AP; Iraqi Prime Minister’s Office)",https://78.media.tumblr.com/c7fa281872757c19b14c62bac22ea9b5/tumblr_osxfk5vwPP1qm4we9o5_1280.jpg,2017-07-11 12:48:05 GMT,http://nbcnews.tumblr.com/post/162862067856
nbcnews,162630891746,photo,"Questions Raised Over Unearthed ‘Amelia Earhart’ Photo   Update: A Japanese blogger has written that the photo was taken two years before Earhart went missing and isn’t Earhart. Now, the History channel says it is conducting an investigation to look into the blogger’s claims.",https://78.media.tumblr.com/9eaabcf5304ef429c877fae273506e5c/tumblr_osmhwaLBUF1qm4we9o1_1280.jpg,2017-07-05 15:04:58 GMT,http://nbcnews.tumblr.com/post/162630891746
nbcnews,162630891746,photo,"Questions Raised Over Unearthed ‘Amelia Earhart’ Photo   Update: A Japanese blogger has written that the photo was taken two years before Earhart went missing and isn’t Earhart. Now, the History channel says it is conducting an investigation to look into the blogger’s claims.",https://78.media.tumblr.com/e6cb82a4f994622d010d85d0864b503c/tumblr_osmhwaLBUF1qm4we9o2_r1_1280.jpg,2017-07-05 15:04:58 GMT,http://nbcnews.tumblr.com/post/162630891746
nbcnews,162174957811,photo,"Iconic NY Anchor Had a Front Row Seat When Beatles Made History     New York reporter Gabe Pressman witnessed a lot in his more than 60 years of television broadcasting, but the photographic evidence that he had a front row seat to history was most dramatically captured when the Beatles arrived for their first trip to the U.S. in 1964.   Gazing up at the four shaggy-haired British lads, just above the microphones, Pressman stands out from the crowd of reporters. “Though few of us thought it at the time, we were witnessing the birth of an era,” said Pressman in 2014. The Beatles were greeted by a screaming crowd estimated at 5,000.  Pressman died Friday at the age of 93. See more here.   (Charles Tasnadi / AP)",https://78.media.tumblr.com/1526836162dc151cf008c1e8d1ddf107/tumblr_os0r08uvL81qm4we9o1_1280.jpg,2017-06-23 21:14:32 GMT,http://nbcnews.tumblr.com/post/162174957811
nbcnews,162047655526,photo,"Journey of a Bullet  A gunshot wound may heal, but the bullet remains embedded in every facet of the survivor’s life. Follow how six people endured the physical force, paid the emotional toll and found a path to recovery.",https://78.media.tumblr.com/b53eb37fffd5109095139fd0190c4d18/tumblr_oruqt77Tym1qm4we9o1_1280.jpg,2017-06-20 15:24:43 GMT,http://nbcnews.tumblr.com/post/162047655526
nbcnews,161740979171,photo,Startling Underwater Photos Explore the Secret Life of Plankton   Ryo Minemizu’s images capture in meticulous detail the startling beauty of the tiny living things that drift in our planet’s oceans. See more here.,https://78.media.tumblr.com/204df4217cb15c15895ee50e99903436/tumblr_org2k60cNZ1qm4we9o3_1280.jpg,2017-06-12 17:14:30 GMT,http://nbcnews.tumblr.com/post/161740979171
nbcnews,161740979171,photo,Startling Underwater Photos Explore the Secret Life of Plankton   Ryo Minemizu’s images capture in meticulous detail the startling beauty of the tiny living things that drift in our planet’s oceans. See more here.,https://78.media.tumblr.com/cc759e521f2c536896f2217448ab3d3a/tumblr_org2k60cNZ1qm4we9o1_1280.jpg,2017-06-12 17:14:30 GMT,http://nbcnews.tumblr.com/post/161740979171
nbcnews,161740979171,photo,Startling Underwater Photos Explore the Secret Life of Plankton   Ryo Minemizu’s images capture in meticulous detail the startling beauty of the tiny living things that drift in our planet’s oceans. See more here.,https://78.media.tumblr.com/5b5e9f3a5cd918e8831c16c9e89de00a/tumblr_org2k60cNZ1qm4we9o2_1280.jpg,2017-06-12 17:14:30 GMT,http://nbcnews.tumblr.com/post/161740979171
nbcnews,161698146531,photo,"Adam West, who defined the tights-wearing title role of “Batman” in the 1960s cult TV classic and remained a celebrated actor in the #superhero world, died Friday after a short battle with leukemia, according to his family. He was 88.   #AdamWest’s deadpan portrayal of #Batman brought the Caped Crusader into the national consciousness with a “bang!”   When West took on the tights, he stoked the stoicism for laughs: a superhero letting everyone know he was in on the joke.   “I just think I’m the luckiest guy in the world, really. I am,” he told Variety last year. “I mean, how many people get a chance to create an iconic character and one that goes on?”   (🎞 @imstilljulie / for @NBCNews)",https://78.media.tumblr.com/de7383b33e04453afb2fbccfad324adb/tumblr_ore3dh0l9M1qm4we9o1_1280.gif,2017-06-11 15:36:53 GMT,http://nbcnews.tumblr.com/post/161698146531
nbcnews,161633979976,photo,"The Week in Pictures: London Mourns and Comey Surrounded London mourns after another attack, fireworks spin in Gaza, photographers surround Comey and more of the best pictures of the week.  (Clockwise from top: Andy Rain/EPA; Mohammed Saber / EPA; Andrew Harnik/AP; Ben Curtis/AP)",https://78.media.tumblr.com/18083370359f75d2aeb9ba307f2b403e/tumblr_oraugyZUUZ1qm4we9o1_1280.jpg,2017-06-09 21:31:46 GMT,http://nbcnews.tumblr.com/post/161633979976
nbcnews,161633979976,photo,"The Week in Pictures: London Mourns and Comey Surrounded London mourns after another attack, fireworks spin in Gaza, photographers surround Comey and more of the best pictures of the week.  (Clockwise from top: Andy Rain/EPA; Mohammed Saber / EPA; Andrew Harnik/AP; Ben Curtis/AP)",https://78.media.tumblr.com/1a5a51833f11732e331497be1d61f0b6/tumblr_oraugyZUUZ1qm4we9o2_1280.jpg,2017-06-09 21:31:46 GMT,http://nbcnews.tumblr.com/post/161633979976
nbcnews,161633979976,photo,"The Week in Pictures: London Mourns and Comey Surrounded London mourns after another attack, fireworks spin in Gaza, photographers surround Comey and more of the best pictures of the week.  (Clockwise from top: Andy Rain/EPA; Mohammed Saber / EPA; Andrew Harnik/AP; Ben Curtis/AP)",https://78.media.tumblr.com/0688dca548c03a3ef4936ac8f0882f4e/tumblr_oraugyZUUZ1qm4we9o3_1280.jpg,2017-06-09 21:31:46 GMT,http://nbcnews.tumblr.com/post/161633979976
nbcnews,161633979976,photo,"The Week in Pictures: London Mourns and Comey Surrounded London mourns after another attack, fireworks spin in Gaza, photographers surround Comey and more of the best pictures of the week.  (Clockwise from top: Andy Rain/EPA; Mohammed Saber / EPA; Andrew Harnik/AP; Ben Curtis/AP)",https://78.media.tumblr.com/bc4fb7095fe884bd596a6e10aa9eff8a/tumblr_oraugyZUUZ1qm4we9o4_1280.jpg,2017-06-09 21:31:46 GMT,http://nbcnews.tumblr.com/post/161633979976
